class,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
downdog,0.4283336400985718,0.7145705223083496,-0.09210434556007385,0.40753990411758423,0.7116881608963013,-0.1425556093454361,0.40572038292884827,0.7065103054046631,-0.14309461414813995,0.40431076288223267,0.7010529637336731,-0.14312896132469177,0.4086300730705261,0.7136653065681458,-0.06480411440134048,0.40776029229164124,0.7104912400245667,-0.06556034088134766,0.40684252977371216,0.7069228887557983,-0.06575654447078705,0.39898499846458435,0.6598466634750366,-0.2859390377998352,0.3991073668003082,0.6637402176856995,0.06955933570861816,0.4426426291465759,0.681719183921814,-0.13007645308971405,0.4451063573360443,0.6859379410743713,-0.03112111985683441,0.43008115887641907,0.5441061854362488,-0.40464869141578674,0.4215599298477173,0.5309997797012329,0.24551549553871155,0.29670196771621704,0.7121654748916626,-0.6582009792327881,0.300067663192749,0.6834142208099365,0.28067147731781006,0.15954840183258057,0.8318488001823425,-0.6594994068145752,0.17261452972888947,0.7960285544395447,-0.017777226865291595,0.1195676326751709,0.845326840877533,-0.7378215789794922,0.13567858934402466,0.8075380325317383,-0.0486321784555912,0.10893237590789795,0.8385905027389526,-0.7030276656150818,0.12826472520828247,0.809715211391449,-0.11020004749298096,0.12349642068147659,0.8332777619361877,-0.646134614944458,0.14282378554344177,0.8016210794448853,-0.057393502444028854,0.6322738528251648,0.15728314220905304,-0.23322924971580505,0.6261023879051208,0.1613292694091797,0.23289139568805695,0.7791997194290161,0.4843537211418152,-0.09503044188022614,0.7756212949752808,0.4753834009170532,0.2671109139919281,0.9063092470169067,0.7900863289833069,-0.014211650937795639,0.8846055865287781,0.7706524133682251,0.44296994805336,0.9538262486457825,0.8339820504188538,-0.023344336077570915,0.9266968965530396,0.8076629042625427,0.45232895016670227,0.8205775022506714,0.8557467460632324,-0.23540906608104706,0.8072575926780701,0.8417643308639526,0.3161693215370178
downdog,0.3639390468597412,0.7011902928352356,-0.07366225123405457,0.34254199266433716,0.6918302774429321,-0.12558290362358093,0.3417593240737915,0.687703549861908,-0.12604422867298126,0.3413689136505127,0.6837385892868042,-0.12616954743862152,0.3435818552970886,0.6918195486068726,-0.04756343364715576,0.34335240721702576,0.6876469850540161,-0.048222266137599945,0.3431355059146881,0.6837074756622314,-0.048357490450143814,0.34570950269699097,0.6460627913475037,-0.2781199514865875,0.344835102558136,0.6470986008644104,0.07790889590978622,0.3834725618362427,0.6807484030723572,-0.11538846790790558,0.38548141717910767,0.6835997104644775,-0.015874752774834633,0.40632984042167664,0.5725158452987671,-0.438372939825058,0.39790862798690796,0.5506088733673096,0.27996453642845154,0.2969202697277069,0.7512564659118652,-0.6564030647277832,0.3046990633010864,0.7310904264450073,0.30762821435928345,0.16223973035812378,0.8787671327590942,-0.6191450953483582,0.19422647356987,0.8603078126907349,0.020305294543504715,0.12113368511199951,0.8897514343261719,-0.7012994885444641,0.15284773707389832,0.869260311126709,-0.0016553307650610805,0.11485476046800613,0.8801168203353882,-0.6616079211235046,0.1461467742919922,0.8661384582519531,-0.06283564120531082,0.13046202063560486,0.8749520778656006,-0.6035616397857666,0.15393483638763428,0.8643563985824585,-0.018025780096650124,0.6269668340682983,0.22940360009670258,-0.248109832406044,0.6156553626060486,0.22790595889091492,0.24784977734088898,0.743600070476532,0.5234499573707581,-0.15491515398025513,0.748197078704834,0.5117161870002747,0.2979485094547272,0.8711075782775879,0.8116042613983154,-0.04579517990350723,0.8609548807144165,0.7957932949066162,0.46510910987854004,0.9169166088104248,0.8692935705184937,-0.05090411379933357,0.9031026363372803,0.8527473211288452,0.4738103151321411,0.7757111191749573,0.8902052640914917,-0.2485668957233429,0.7728370428085327,0.8807696104049683,0.33598801493644714
downdog,0.4024396538734436,0.6842272281646729,-0.09134962409734726,0.3739168047904968,0.6910957098007202,-0.14366468787193298,0.3698423206806183,0.6854711174964905,-0.14418241381645203,0.3666767179965973,0.6801554560661316,-0.14414840936660767,0.3759070038795471,0.6940739750862122,-0.06872347742319107,0.37308064103126526,0.6903401017189026,-0.06954073905944824,0.37033945322036743,0.686315655708313,-0.06978539377450943,0.35517123341560364,0.6426290273666382,-0.2851848602294922,0.3556511104106903,0.6435490846633911,0.058759961277246475,0.41422274708747864,0.6493843793869019,-0.12656095623970032,0.41650906205177307,0.6517964005470276,-0.030839137732982635,0.3833429515361786,0.5209673047065735,-0.3945518136024475,0.3810599446296692,0.5065548419952393,0.2507416903972626,0.25988999009132385,0.688736081123352,-0.6643319129943848,0.27540573477745056,0.6558527946472168,0.2902529239654541,0.12965244054794312,0.8448276519775391,-0.6899226307868958,0.16508197784423828,0.7752861976623535,-0.03615821525454521,0.08799499273300171,0.8550704121589661,-0.7757411003112793,0.1321779489517212,0.7774820923805237,-0.06890133023262024,0.08264166116714478,0.846691370010376,-0.7359523177146912,0.12754428386688232,0.7793182134628296,-0.13070648908615112,0.09947901964187622,0.841447114944458,-0.6750620603561401,0.13930672407150269,0.7817076444625854,-0.07550700753927231,0.6712887287139893,0.21026255190372467,-0.2191774547100067,0.6600453853607178,0.20264416933059692,0.21875175833702087,0.7090943455696106,0.561623752117157,-0.1410406082868576,0.707037091255188,0.5480148792266846,0.3128806948661804,0.9134373068809509,0.7573981285095215,0.02534875087440014,0.8857850432395935,0.727758526802063,0.5075634121894836,0.956792414188385,0.783492922782898,0.02886965498328209,0.9309742450714111,0.7579860687255859,0.5194509625434875,0.838916540145874,0.8480802178382874,-0.14377163350582123,0.8207895755767822,0.8112999200820923,0.3990580141544342
downdog,0.6051868200302124,0.7004046440124512,-0.03465794771909714,0.6229949593544006,0.7075175046920776,-0.018904833123087883,0.625417172908783,0.703751802444458,-0.01929107867181301,0.6279923915863037,0.6991945505142212,-0.01925765722990036,0.6227692365646362,0.7056170105934143,-0.0643070638179779,0.6253135204315186,0.7003226280212402,-0.06475220620632172,0.6285343766212463,0.6936749815940857,-0.06500723212957382,0.6385490894317627,0.6607525944709778,0.053816307336091995,0.6408945918083191,0.6531307101249695,-0.15344665944576263,0.601584792137146,0.6667522192001343,0.004473379347473383,0.6024271845817566,0.6646148562431335,-0.05949322506785393,0.6216244101524353,0.5298771262168884,0.1470654308795929,0.619182825088501,0.5323624610900879,-0.20431169867515564,0.6891124248504639,0.7116982936859131,0.19492340087890625,0.6908016204833984,0.7341951131820679,-0.4148160219192505,0.7628845572471619,0.8613527417182922,0.0013103928649798036,0.7738754749298096,0.9080779552459717,-0.4163466691970825,0.7861318588256836,0.881194531917572,-0.004641471430659294,0.8009144067764282,0.9300768971443176,-0.47783511877059937,0.7898602485656738,0.8815242052078247,-0.05364324152469635,0.8068451285362244,0.9217199683189392,-0.4345685541629791,0.7809076309204102,0.8754030466079712,-0.022307204082608223,0.7975645065307617,0.9123186469078064,-0.40396448969841003,0.4522668123245239,0.21337279677391052,0.12227068096399307,0.44667547941207886,0.20698592066764832,-0.12267868220806122,0.3822946846485138,0.5723950266838074,0.16707345843315125,0.3770841062068939,0.5692262053489685,-0.0993783175945282,0.3128378987312317,0.8552625775337219,0.2600366473197937,0.30954253673553467,0.8690678477287292,-0.01789465919137001,0.2954743504524231,0.9061719179153442,0.2604983150959015,0.29013901948928833,0.9141130447387695,-0.016241641715168953,0.38433295488357544,0.9176473021507263,0.14926360547542572,0.3793441951274872,0.9256490468978882,-0.14214016497135162
downdog,0.45279330015182495,0.7803612351417542,-0.04491862282156944,0.4403724670410156,0.7883075475692749,-0.06854122877120972,0.439558207988739,0.7868087887763977,-0.06885272264480591,0.43874090909957886,0.7852910161018372,-0.06881799548864365,0.440356582403183,0.7880946397781372,-0.0321001261472702,0.4396282136440277,0.7865839600563049,-0.03255457803606987,0.43874722719192505,0.7850512862205505,-0.032676830887794495,0.4329760670661926,0.7641675472259521,-0.13188816606998444,0.4335556626319885,0.7635318040847778,0.03452923893928528,0.4584727883338928,0.7609029412269592,-0.06020232290029526,0.45880061388015747,0.7619672417640686,-0.01413465104997158,0.44016385078430176,0.6897262334823608,-0.18386343121528625,0.44192972779273987,0.6812834143638611,0.11850675195455551,0.38573986291885376,0.8116095066070557,-0.32146522402763367,0.39086949825286865,0.791096568107605,0.11765889078378677,0.31208181381225586,0.8954223394393921,-0.3294271230697632,0.3309909999370575,0.8716182112693787,-0.047046732157468796,0.29340142011642456,0.9067052006721497,-0.3705781400203705,0.3142883777618408,0.8785478472709656,-0.06485282629728317,0.2886745035648346,0.9009642601013184,-0.34969842433929443,0.31182289123535156,0.8768091201782227,-0.09455002844333649,0.29584628343582153,0.8967740535736084,-0.32181915640830994,0.3163081705570221,0.8749905228614807,-0.06674540787935257,0.5525645017623901,0.4338817894458771,-0.10680441558361053,0.5514636635780334,0.4349696636199951,0.10659109055995941,0.6313382387161255,0.6321992874145508,-0.049990832805633545,0.6314777731895447,0.6298589706420898,0.1090736836194992,0.7047955989837646,0.8300799131393433,-0.005352501291781664,0.6927799582481384,0.8112569451332092,0.1852293312549591,0.7284460663795471,0.8612006306648254,-0.008969060145318508,0.7122631072998047,0.8427722454071045,0.18837612867355347,0.6543287634849548,0.899086058139801,-0.10918693244457245,0.6511163711547852,0.8842155337333679,0.1143464595079422
downdog,0.3619595170021057,0.6252457499504089,-0.08576720952987671,0.33945193886756897,0.6369408369064331,-0.12429659068584442,0.33709990978240967,0.6338890194892883,-0.12473991513252258,0.3344416618347168,0.6301445364952087,-0.12467245012521744,0.33980751037597656,0.6386029720306396,-0.07027944922447205,0.33750244975090027,0.6366956233978271,-0.07098662108182907,0.3345623016357422,0.6343979835510254,-0.07119759917259216,0.32014113664627075,0.6007278561592102,-0.22730085253715515,0.32122910022735596,0.6036628484725952,0.02008581906557083,0.36726081371307373,0.59564608335495,-0.11012082546949387,0.36880767345428467,0.5982265472412109,-0.04155512899160385,0.33742988109588623,0.49507585167884827,-0.28990688920021057,0.34416407346725464,0.4951235055923462,0.1487853229045868,0.23470181226730347,0.6377614736557007,-0.4914759695529938,0.25084057450294495,0.61750727891922,0.18065765500068665,0.11445477604866028,0.7283909320831299,-0.5127600431442261,0.15223196148872375,0.6930661797523499,-0.05581694468855858,0.08358725905418396,0.7440439462661743,-0.5749486684799194,0.12733304500579834,0.6950289607048035,-0.07881923764944077,0.07646375894546509,0.7386467456817627,-0.5445905923843384,0.1220441684126854,0.6988749504089355,-0.12577487528324127,0.09120839834213257,0.7344806790351868,-0.5019637942314148,0.12908023595809937,0.7021633386611938,-0.0852302610874176,0.5555681586265564,0.23114119470119476,-0.15518850088119507,0.5576343536376953,0.25347766280174255,0.15493831038475037,0.6960006356239319,0.45429524779319763,-0.07899335026741028,0.6905375719070435,0.4615432024002075,0.21120111644268036,0.8219253420829773,0.6697744727134705,0.013862458057701588,0.7876651287078857,0.6460074782371521,0.33429473638534546,0.8553280830383301,0.6889531016349792,0.01270298846065998,0.8234338760375977,0.6719516515731812,0.3403068482875824,0.7746454477310181,0.7525738477706909,-0.11954475939273834,0.7473146915435791,0.7230666875839233,0.23998242616653442
downdog,0.5863659381866455,0.3431713581085205,-0.7519418001174927,0.5979573726654053,0.33013850450515747,-0.7662749886512756,0.6019033193588257,0.3289118707180023,-0.7667131423950195,0.6057094931602478,0.3282228112220764,-0.7668392062187195,0.5860971808433533,0.329589307308197,-0.7663366794586182,0.5827128291130066,0.32875514030456543,-0.7667339444160461,0.579288125038147,0.32766419649124146,-0.7670101523399353,0.6128363013267517,0.3162761628627777,-0.7103711366653442,0.5794421434402466,0.31003352999687195,-0.7041570544242859,0.585442841053009,0.3387092053890228,-0.7165077924728394,0.5772186517715454,0.3436182141304016,-0.7173734903335571,0.6322001218795776,0.3397378623485565,-0.5708518028259277,0.5059739351272583,0.3311229348182678,-0.5509034991264343,0.7000668048858643,0.48844248056411743,-0.5145285129547119,0.425404816865921,0.47428038716316223,-0.5470184683799744,0.7516096830368042,0.65687096118927,-0.5097305774688721,0.34652674198150635,0.6328981518745422,-0.6184878349304199,0.7827433943748474,0.6884704828262329,-0.5252431035041809,0.3246976435184479,0.6522674560546875,-0.6621662974357605,0.7637745141983032,0.6896770596504211,-0.5789375901222229,0.32618531584739685,0.6555476188659668,-0.7056787014007568,0.7661107778549194,0.677359402179718,-0.5297863483428955,0.32520657777786255,0.6540243625640869,-0.6411675810813904,0.519686222076416,0.444061279296875,-0.01588018797338009,0.43766725063323975,0.4545268714427948,0.015166597440838814,0.6952939033508301,0.5183328986167908,0.003444554517045617,0.3231617212295532,0.5885448455810547,0.2202455848455429,0.7636850476264954,0.6570593118667603,0.07503527402877808,0.20013150572776794,0.7183861136436462,0.45251795649528503,0.7753244638442993,0.6792861223220825,0.07516011595726013,0.19726839661598206,0.7357701063156128,0.4720378518104553,0.7203961610794067,0.7229188680648804,-0.03976546972990036,0.12934502959251404,0.757773220539093,0.36534255743026733
downdog,0.4440409541130066,0.651171088218689,-0.0064272270537912846,0.425396203994751,0.6675845384597778,-0.039800457656383514,0.42102789878845215,0.6643122434616089,-0.04029758647084236,0.4172613322734833,0.6613023281097412,-0.04025762528181076,0.4299612045288086,0.6692976951599121,0.005985544063150883,0.42868518829345703,0.6674790978431702,0.0051763285882771015,0.427028089761734,0.6656390428543091,0.004910540767014027,0.4049907922744751,0.6369715929031372,-0.12563912570476532,0.41205888986587524,0.6423460841178894,0.08250992745161057,0.4418652653694153,0.6172930002212524,-0.024961866438388824,0.44663241505622864,0.6218962669372559,0.03209457919001579,0.4065321683883667,0.5021777749061584,-0.16093964874744415,0.4298951029777527,0.5366573333740234,0.1634141057729721,0.3139663636684418,0.6786132454872131,-0.27869412302970886,0.360795259475708,0.6945385932922363,0.16192001104354858,0.20525088906288147,0.8163564801216125,-0.22010500729084015,0.25855061411857605,0.7839869260787964,-0.034500207751989365,0.17203818261623383,0.8317604660987854,-0.2586381733417511,0.23397642374038696,0.786676287651062,-0.05285079404711723,0.16475540399551392,0.8305436372756958,-0.23249903321266174,0.2340056300163269,0.7866617441177368,-0.09205076098442078,0.17663899064064026,0.8296738266944885,-0.20894888043403625,0.23576289415359497,0.793077826499939,-0.059404440224170685,0.6295495629310608,0.19343234598636627,-0.11696769297122955,0.6334832906723022,0.2239169478416443,0.11666771024465561,0.76923006772995,0.5017999410629272,-0.05506334826350212,0.7653689980506897,0.5042180418968201,0.09184949100017548,0.8878938555717468,0.7682030200958252,-0.027690812945365906,0.872689962387085,0.7599509954452515,0.13620419800281525,0.9237847328186035,0.8149715065956116,-0.03233107551932335,0.9026305079460144,0.8023611307144165,0.13718478381633759,0.8130603432655334,0.8423132300376892,-0.11473320424556732,0.801472544670105,0.8222076296806335,0.07109440863132477
downdog,0.44019490480422974,0.7197482585906982,0.04553148150444031,0.4178391695022583,0.7385134100914001,0.004444591235369444,0.41496747732162476,0.7355350255966187,0.004035113845020533,0.41178080439567566,0.7321054339408875,0.004055642057210207,0.4172363877296448,0.7401419878005981,0.056501761078834534,0.41433101892471313,0.7381353974342346,0.05568893998861313,0.41092246770858765,0.7358577847480774,0.05545462667942047,0.3920162320137024,0.6985823512077332,-0.10381253063678741,0.3926405906677246,0.7004266977310181,0.13241523504257202,0.43972551822662354,0.6842654943466187,0.019136015325784683,0.4399305284023285,0.6865605711936951,0.08436103165149689,0.38210564851760864,0.5625497102737427,-0.15073053538799286,0.39103633165359497,0.5610576868057251,0.20843243598937988,0.268380731344223,0.7177071571350098,-0.29675111174583435,0.30102166533470154,0.7163476943969727,0.20515291392803192,0.14171403646469116,0.831757664680481,-0.28896746039390564,0.19246181845664978,0.8219220042228699,0.041400548070669174,0.10397133231163025,0.8413937091827393,-0.32719704508781433,0.16063055396080017,0.8327334523200989,0.021530993282794952,0.10149344801902771,0.8405076265335083,-0.31019923090934753,0.16193565726280212,0.8325046300888062,-0.00975898839533329,0.11781719326972961,0.8375606536865234,-0.2825135290622711,0.17156952619552612,0.8307255506515503,0.019364075735211372,0.5883281230926514,0.2137826383113861,-0.13371312618255615,0.5841254591941833,0.2213602066040039,0.13333676755428314,0.7528083324432373,0.47278088331222534,-0.04144075885415077,0.7500800490379333,0.46473124623298645,0.11519697308540344,0.8840184807777405,0.7786059975624084,-0.012418805621564388,0.8771337866783142,0.7650052309036255,0.1572607159614563,0.9196823239326477,0.825438380241394,-0.017315026372671127,0.909338116645813,0.8117347359657288,0.1572982370853424,0.7972074747085571,0.8601623177528381,-0.09585436433553696,0.7985997200012207,0.8488210439682007,0.09475529193878174
downdog,0.4986245632171631,0.6226213574409485,0.04924963042140007,0.483060747385025,0.6369972229003906,0.009587387554347515,0.47989940643310547,0.6359661817550659,0.009267029352486134,0.4770284593105316,0.634957492351532,0.009305784478783607,0.4835331439971924,0.6386983394622803,0.05695803090929985,0.4808139204978943,0.638789176940918,0.05625401809811592,0.4782232344150543,0.6390823125839233,0.056069713085889816,0.45642560720443726,0.6192814707756042,-0.08820556849241257,0.4586004614830017,0.6208933591842651,0.12821634113788605,0.4957295358181,0.5989688038825989,0.0258643738925457,0.4970690608024597,0.600706934928894,0.08597800135612488,0.4325500428676605,0.5275213122367859,-0.10690007358789444,0.4343608319759369,0.5064257383346558,0.18278492987155914,0.31595149636268616,0.6407003402709961,-0.18073296546936035,0.31816431879997253,0.5873837471008301,0.17285631597042084,0.17611369490623474,0.7208331823348999,-0.13981644809246063,0.21033218502998352,0.6432383060455322,0.03440449386835098,0.14127853512763977,0.7269203066825867,-0.169102743268013,0.17907783389091492,0.6425629258155823,0.0071481987833976746,0.13542252779006958,0.718870222568512,-0.1625518500804901,0.1748276650905609,0.6476154327392578,-0.010167045518755913,0.14535123109817505,0.7199482917785645,-0.13669690489768982,0.1834264099597931,0.6531126499176025,0.019418921321630478,0.5951468348503113,0.18142661452293396,-0.10989135503768921,0.5838143825531006,0.17406795918941498,0.10935064405202866,0.7209731936454773,0.4318999648094177,-0.04789240285754204,0.7097991108894348,0.4084511995315552,0.1808091700077057,0.8708184361457825,0.6466658711433411,-0.00532838748767972,0.831159234046936,0.5885111689567566,0.2720605432987213,0.9049994349479675,0.6841707229614258,-0.005640020128339529,0.8520815968513489,0.6064954996109009,0.27844783663749695,0.7926338315010071,0.705033540725708,-0.09193284809589386,0.7733094692230225,0.6723447442054749,0.2150891125202179
